invoice_id,vendor_id,vendor_state,vendor_tier,vendor_registration_date,vendor_age_years,disaster_program,category,item,unit,quantity,unit_price,reference_unit_price,price_deviation,total_amount,invoice_datetime,payment_mode,is_anomaly_test_label,anomaly_type_test_only
INV-012304,VEND-0069,West Bengal,core,2013-06-01,13.125,Himachal Cloudburst Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,361,101.33,99.31,0.0203,36580.13,2026-07-17 16:16:07,Bank Transfer (NEFT),0,
INV-012305,VEND-0482,Kerala,regular,2015-09-04,10.908,Assam Flood Relief 2026,Clothing & Bedding,Adult Clothing Set,set,93,429.58,437.07,-0.0171,39950.94,2026-08-01 14:58:06,Bank Transfer (NEFT),0,
INV-012306,VEND-0148,West Bengal,regular,2022-05-24,3.151,Maharashtra Drought Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,90,27.07,23.73,0.1408,2436.3,2025-07-18 14:48:51,UPI,0,
INV-012307,VEND-0287,Himachal Pradesh,core,2023-09-02,1.851,Maharashtra Drought Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,795,12.37,13.84,-0.1062,9834.15,2025-07-09 12:13:26,Bank Transfer (NEFT),0,
INV-012308,VEND-0393,Maharashtra,regular,2022-08-02,3.981,Bihar Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,74,292.85,289.84,0.0104,21670.9,2026-07-26 18:55:49,Bank Transfer (RTGS),0,
INV-012309,VEND-0009,Kerala,core,2015-12-24,9.281,Maharashtra Drought Relief 2025,Clothing & Bedding,Adult Clothing Set,set,40,379.47,416.49,-0.0889,15178.8,2025-04-05 17:39:37,UPI,0,
INV-012310,VEND-0612,West Bengal,regular,2022-08-10,3.157,Assam Flood Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,39,249.64,235.35,0.0607,9735.96,2025-10-06 18:53:22,Bank Transfer (NEFT),0,
INV-012311,VEND-0111,Assam,regular,2015-04-19,10.19,Assam Flood Relief 2025,Logistics & Transport,Diesel (litre),litre,621,87.02,95.22,-0.0861,54039.42,2025-06-27 10:38:27,Bank Transfer (RTGS),0,
INV-012312,VEND-0139,Kerala,occasional,2020-02-06,6.461,Himachal Cloudburst Relief 2026,Clothing & Bedding,Winter Jacket,unit,13,895.87,719.3,0.2455,11646.31,2026-07-24 12:31:22,Bank Transfer (NEFT),0,
INV-012313,VEND-0437,Bihar,core,2023-06-07,1.777,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,79,966.42,911.98,0.0597,76347.18,2025-03-17 13:37:20,UPI,0,
INV-012314,VEND-0011,Bihar,regular,2019-03-08,6.234,Assam Flood Relief 2025,Food & Nutrition,Salt (kg),kg,138,19.51,17.67,0.1041,2692.38,2025-06-01 8:51:31,Bank Transfer (NEFT),0,
INV-012315,VEND-0253,Bihar,regular,2014-05-05,12.164,Bihar Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,3,734.52,688.62,0.0667,2203.56,2026-07-04 11:46:49,Bank Transfer (NEFT),0,
INV-012316,VEND-0534,Assam,regular,2014-03-18,12.266,Assam Flood Relief 2026,Shelter & NFI,Family Tent,unit,9,4707.19,4660.35,0.0101,42364.71,2026-06-23 16:56:27,UPI,0,
INV-012317,VEND-0304,Kerala,regular,2017-01-09,8.671,Kerala Landslide Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,6,90.81,94.28,-0.0368,544.86,2025-09-11 7:21:29,Bank Transfer (NEFT),0,
INV-012318,VEND-0379,West Bengal,regular,2016-03-01,9.637,Assam Flood Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,88,13.13,12.81,0.025,1155.44,2025-10-20 18:05:33,Bank Transfer (NEFT),0,
INV-012319,VEND-0557,Kerala,regular,2019-05-27,6.428,Odisha Cyclone Relief 2025,WASH,Jerry Can 20L,unit,14,190.68,201.27,-0.0526,2669.52,2025-10-30 14:12:49,Bank Transfer (NEFT),0,
INV-012320,VEND-0119,West Bengal,regular,2021-02-03,5.366,Assam Flood Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,200,100.58,101.25,-0.0066,20116,2026-06-17 11:10:57,Bank Transfer (NEFT),0,
INV-012321,VEND-0140,West Bengal,core,2021-12-21,4.545,Assam Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,45,742.6,711.6,0.0436,33417,2026-07-08 18:14:35,UPI,0,
INV-012322,VEND-0138,Maharashtra,regular,2013-04-26,12.304,Kerala Landslide Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,31,248.44,243.28,0.0212,7701.64,2025-08-15 9:04:01,Bank Transfer (NEFT),0,
INV-012323,VEND-0013,Himachal Pradesh,regular,2024-12-10,0.531,Assam Flood Relief 2025,Clothing & Bedding,Winter Jacket,unit,40,734.63,713.66,0.0294,29385.2,2025-06-22 18:12:30,UPI,0,
INV-012324,VEND-0080,Bihar,occasional,2019-11-14,5.708,Kerala Landslide Relief 2025,WASH,Water Purification Tablet (strip),strip,288,15.74,15.05,0.0458,4533.12,2025-07-30 8:07:56,Bank Transfer (NEFT),0,
INV-012325,VEND-0513,Maharashtra,core,2022-09-03,2.606,Maharashtra Drought Relief 2025,Shelter & NFI,Solar Lantern,unit,8,722.38,702.14,0.0288,5779.04,2025-04-12 5:27:09,Bank Transfer (NEFT),0,
INV-012326,VEND-0255,Bihar,regular,2026-07-24,0.049,Himachal Cloudburst Relief 2026,WASH,Water Purification Tablet (strip),strip,529,17.87,15.7,0.1382,9453.23,2026-08-11 13:12:39,Bank Transfer (RTGS),0,
INV-012327,VEND-0288,Assam,regular,2014-02-27,12.397,Assam Flood Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,152,36.75,34.88,0.0536,5586,2026-07-22 14:33:51,Cheque,0,
INV-012328,VEND-0471,Kerala,regular,2021-10-10,3.904,Assam Flood Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,37,230.74,247.05,-0.066,8537.38,2025-09-05 11:28:04,UPI,0,
INV-012329,VEND-0545,Himachal Pradesh,core,2016-05-15,9.478,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,3,641.33,641.98,-0.001,1923.99,2025-11-06 20:19:05,Bank Transfer (NEFT),0,
INV-012330,VEND-0515,West Bengal,regular,2020-10-07,5.73,Bihar Flood Relief 2026,Clothing & Bedding,Adult Clothing Set,set,106,375.45,418.97,-0.1039,39797.7,2026-07-01 14:58:26,UPI,0,
INV-012331,VEND-0291,Himachal Pradesh,occasional,2018-10-21,6.667,Assam Flood Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,78,38.82,36.9,0.052,3027.96,2025-06-21 14:43:31,Bank Transfer (NEFT),0,
INV-012332,VEND-0276,Kerala,regular,2015-03-09,10.053,Maharashtra Drought Relief 2025,Shelter & NFI,Family Tent,unit,15,4661.18,4716.58,-0.0117,69917.7,2025-03-28 11:37:28,Bank Transfer (NEFT),0,
INV-012333,VEND-0385,Kerala,regular,2020-08-21,5.941,Himachal Cloudburst Relief 2026,WASH,Bathing Soap,unit,23,33.93,31.75,0.0687,780.39,2026-07-31 7:13:14,UPI,0,
INV-012334,VEND-0467,Bihar,regular,2026-04-14,0,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,14,4739.78,4277.98,0.1079,66356.92,2026-04-14 9:12:33,Bank Transfer (RTGS),0,
INV-012335,VEND-0156,Assam,regular,2015-09-21,10.108,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,12,229.08,220.48,0.039,2748.96,2025-10-30 12:32:10,Bank Transfer (NEFT),0,
INV-012336,VEND-0448,Kerala,regular,2012-09-02,13.804,Bihar Flood Relief 2026,WASH,Jerry Can 20L,unit,8,185.07,206.88,-0.1054,1480.56,2026-06-23 15:46:08,Bank Transfer (RTGS),0,
INV-012337,VEND-0282,Odisha,regular,2020-10-03,4.898,Assam Flood Relief 2025,WASH,Water Purification Tablet (strip),strip,443,17.31,15.96,0.0846,7668.33,2025-08-27 13:14:28,Bank Transfer (NEFT),0,
INV-012338,VEND-0085,Kerala,core,2019-03-06,7.264,Bihar Flood Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,196,36.15,36.54,-0.0107,7085.4,2026-06-10 15:50:31,Bank Transfer (NEFT),0,
INV-012339,VEND-0255,Bihar,regular,2026-07-24,0.049,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,305,61.07,59.77,0.0218,18626.35,2026-08-11 14:25:10,Cheque,0,
INV-012340,VEND-0360,Odisha,regular,2015-06-27,10.04,Assam Flood Relief 2025,Shelter & NFI,Family Tent,unit,40,3861.22,4233.96,-0.088,154448.8,2025-07-11 13:04:39,UPI,0,
INV-012341,VEND-0437,Bihar,core,2023-06-07,1.925,Maharashtra Drought Relief 2025,Shelter & NFI,Blanket,unit,17,300.91,306.01,-0.0167,5115.47,2025-05-10 0:00:34,Bank Transfer (NEFT),0,
INV-012342,VEND-0312,Odisha,regular,2019-11-13,6.018,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,1,6583.7,6443.69,0.0217,6583.7,2025-11-19 14:33:41,Bank Transfer (NEFT),0,
INV-012343,VEND-0068,Bihar,regular,2014-11-14,10.631,Assam Flood Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,379,33.62,32.92,0.0213,12741.98,2025-07-02 12:59:06,Bank Transfer (NEFT),0,
INV-012344,VEND-0034,Himachal Pradesh,regular,2014-03-08,12.285,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,496,75.18,72.18,0.0416,37289.28,2026-06-20 17:05:20,UPI,0,
INV-012345,VEND-0188,Assam,core,2023-01-25,2.275,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,633.86,587.93,0.0781,1267.72,2025-05-05 11:31:43,Bank Transfer (NEFT),0,
INV-012346,VEND-0139,Kerala,occasional,2020-02-06,5.503,Kerala Landslide Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,191,172.66,156.8,0.1011,32978.06,2025-08-08 9:54:45,UPI,0,
INV-012347,VEND-0181,Odisha,occasional,2024-12-12,0.479,Maharashtra Drought Relief 2025,Clothing & Bedding,Winter Jacket,unit,216,541.61,634.18,-0.146,116987.76,2025-06-05 15:54:58,Bank Transfer (NEFT),1,new_vendor_large_order
INV-012348,VEND-0316,Odisha,regular,2016-07-06,9.374,Odisha Cyclone Relief 2025,Logistics & Transport,Diesel (litre),litre,91,106.41,95.4,0.1154,9683.31,2025-11-20 8:51:02,Bank Transfer (RTGS),0,
INV-012349,VEND-0588,Kerala,regular,2015-08-17,10.943,Assam Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,45,338.25,300.7,0.1249,15221.25,2026-07-27 12:59:12,UPI,0,
INV-012350,VEND-0389,West Bengal,core,2025-02-07,0.422,Maharashtra Drought Relief 2025,Shelter & NFI,Sleeping Mat,unit,243,207.99,215.18,-0.0334,50541.57,2025-07-11 15:11:40,Bank Transfer (NEFT),1,new_vendor_large_order
INV-012351,VEND-0586,Odisha,regular,2022-08-05,3.001,Maharashtra Drought Relief 2025,WASH,ORS Packet,packet,181,23.07,18.43,0.2518,4175.67,2025-08-05 15:34:09,Bank Transfer (NEFT),0,
INV-012352,VEND-0474,Kerala,core,2019-05-31,7.165,Himachal Cloudburst Relief 2026,Clothing & Bedding,Adult Clothing Set,set,6,456.3,438.64,0.0403,2737.8,2026-07-30 9:28:59,Bank Transfer (RTGS),0,
INV-012353,VEND-0160,Bihar,occasional,2021-12-19,4.6,Bihar Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,4,5753.87,6843.4,-0.1592,23015.48,2026-07-26 16:11:17,Bank Transfer (NEFT),0,
INV-012354,VEND-0335,Kerala,core,2013-04-13,12.123,Maharashtra Drought Relief 2025,Shelter & NFI,Family Tent,unit,5,4730.49,4656.52,0.0159,23652.45,2025-05-28 17:18:44,Bank Transfer (NEFT),0,
INV-012355,VEND-0009,Kerala,core,2015-12-24,10.467,Bihar Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,1,586.89,624.78,-0.0606,586.89,2026-06-12 11:21:20,Bank Transfer (RTGS),0,
INV-012356,VEND-0239,Maharashtra,core,2021-05-05,4.172,Assam Flood Relief 2025,Clothing & Bedding,Children's Clothing Set,set,25,268.45,294.5,-0.0885,6711.25,2025-07-07 22:44:25,UPI,0,
INV-012357,VEND-0438,Assam,regular,2018-10-20,7.132,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,28,221.48,228.84,-0.0322,6201.44,2025-12-07 10:06:25,Bank Transfer (RTGS),0,
INV-012358,VEND-0104,Kerala,occasional,2023-04-14,3.313,Assam Flood Relief 2026,Food & Nutrition,Rice (kg),kg,1043,39.27,44.51,-0.1177,40958.61,2026-08-06 18:01:46,UPI,0,
INV-012359,VEND-0306,West Bengal,regular,2018-03-28,8.238,Assam Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,148,15.33,16.33,-0.0612,2268.84,2026-06-23 18:40:16,Bank Transfer (NEFT),0,
INV-012360,VEND-0038,Kerala,regular,2016-07-26,8.865,Assam Flood Relief 2025,WASH,Bathing Soap,unit,21,32.35,31.75,0.0189,679.35,2025-06-07 0:40:38,UPI,0,
INV-012361,VEND-0417,Maharashtra,core,2014-08-07,10.713,Maharashtra Drought Relief 2025,Shelter & NFI,Family Tent,unit,14,4447.89,4565.38,-0.0257,62270.46,2025-04-24 7:16:39,Bank Transfer (NEFT),0,
INV-012362,VEND-0328,Maharashtra,regular,2019-02-27,6.289,Maharashtra Drought Relief 2025,Shelter & NFI,Blanket,unit,37,357.5,348.47,0.0259,13227.5,2025-06-12 12:40:10,Cheque,0,
INV-012363,VEND-0583,Odisha,core,2017-03-14,9.35,Assam Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,59,93.26,90.3,0.0328,5502.34,2026-07-20 19:25:31,Bank Transfer (NEFT),0,
INV-012364,VEND-0390,Assam,occasional,2018-10-14,7.198,Odisha Cyclone Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,40,114.71,151.78,-0.2442,4588.4,2025-12-25 13:57:04,Bank Transfer (RTGS),0,
INV-012365,VEND-0136,Assam,core,2012-09-26,13.128,Odisha Cyclone Relief 2025,Shelter & NFI,Rope (50m coil),coil,25,266.32,265.48,0.0032,6658,2025-11-12 11:11:34,Bank Transfer (NEFT),0,
INV-012366,VEND-0059,Assam,core,2014-06-25,11.307,Kerala Landslide Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,3,430.57,427.86,0.0063,1291.71,2025-10-15 18:42:11,Cheque,0,
INV-012367,VEND-0032,Himachal Pradesh,occasional,2019-04-18,6.267,Kerala Landslide Relief 2025,Shelter & NFI,Family Tent,unit,10,4697.61,4797.14,-0.0207,46976.1,2025-07-24 10:57:24,UPI,0,
INV-012368,VEND-0556,Himachal Pradesh,regular,2020-11-13,4.372,Maharashtra Drought Relief 2025,Clothing & Bedding,Children's Clothing Set,set,18,320.27,302.29,0.0595,5764.86,2025-03-29 13:03:47,Bank Transfer (NEFT),0,
INV-012369,VEND-0547,Kerala,regular,2015-01-23,10.705,Kerala Landslide Relief 2025,WASH,ORS Packet,packet,256,19.53,19.62,-0.0046,4999.68,2025-10-07 15:54:05,Bank Transfer (NEFT),0,
INV-012370,VEND-0349,West Bengal,regular,2019-02-13,7.425,Himachal Cloudburst Relief 2026,Clothing & Bedding,Bedsheet,unit,24,213.06,200.73,0.0614,5113.44,2026-07-18 12:45:53,Bank Transfer (NEFT),0,
INV-012371,VEND-0308,Maharashtra,regular,2018-06-06,6.845,Maharashtra Drought Relief 2025,WASH,Bleaching Powder (kg),kg,184,63.67,61.62,0.0333,11715.28,2025-04-10 14:07:37,Bank Transfer (NEFT),0,
INV-012372,VEND-0223,Odisha,regular,2017-05-13,8.504,Odisha Cyclone Relief 2025,Clothing & Bedding,Children's Clothing Set,set,30,236.44,268.28,-0.1187,7093.2,2025-11-13 14:46:37,Bank Transfer (RTGS),0,
INV-012373,VEND-0034,Himachal Pradesh,regular,2014-03-08,12.285,Bihar Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,338,16.35,17.78,-0.0804,5526.3,2026-06-20 6:10:21,Bank Transfer (NEFT),0,
INV-012374,VEND-0292,Kerala,core,2018-10-29,6.968,Assam Flood Relief 2025,Shelter & NFI,Rope (50m coil),coil,18,249.85,267.03,-0.0643,4497.3,2025-10-17 16:11:51,Bank Transfer (RTGS),0,
INV-012375,VEND-0407,West Bengal,regular,2026-03-29,0.003,Odisha Cyclone Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,133,64.36,68.1,-0.0549,8559.88,2026-03-30 7:10:43,Bank Transfer (NEFT),0,
INV-012376,VEND-0633,Himachal Pradesh,core,2022-05-08,4.222,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,33,5514.29,5020.23,0.0984,181971.57,2026-07-28 8:17:46,Bank Transfer (NEFT),0,
INV-012377,VEND-0507,Assam,regular,2025-05-22,0.099,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,12628,93.56,100.89,-0.0727,1181475.68,2025-06-27 14:58:32,Bank Transfer (NEFT),1,new_vendor_large_order
INV-012378,VEND-0231,Assam,core,2025-01-30,0.799,Odisha Cyclone Relief 2025,Shelter & NFI,Blanket,unit,10,360.04,356.24,0.0107,3600.4,2025-11-18 13:02:23,Bank Transfer (NEFT),0,
INV-012379,VEND-0242,Odisha,occasional,2020-11-23,4.63,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,24,516.43,495.29,0.0427,12394.32,2025-07-11 15:01:39,Bank Transfer (NEFT),0,
INV-012380,VEND-0123,Maharashtra,core,2015-10-03,10.762,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,850,502.63,462.86,0.0859,427235.5,2026-07-08 13:42:04,Bank Transfer (NEFT),1,large_transaction
INV-012381,VEND-0645,Kerala,regular,2024-11-03,1.736,Himachal Cloudburst Relief 2026,Shelter & NFI,Family Tent,unit,4,5261.84,5009.06,0.0505,21047.36,2026-07-30 11:45:51,Bank Transfer (NEFT),0,
INV-012382,VEND-0205,Maharashtra,core,2016-12-29,8.887,Odisha Cyclone Relief 2025,WASH,ORS Packet,packet,173,18.9,19.38,-0.0248,3269.7,2025-11-18 13:59:32,Bank Transfer (NEFT),0,
INV-012383,VEND-0598,West Bengal,regular,2013-08-18,11.617,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,15,44.45,41.15,0.0802,666.75,2025-03-31 14:35:57,Bank Transfer (NEFT),0,
INV-012384,VEND-0635,Odisha,core,2019-09-07,6.79,Assam Flood Relief 2026,WASH,Sanitary Napkin Pack,pack,538,57.65,59.11,-0.0247,31015.7,2026-06-22 8:03:31,UPI,0,
INV-012385,VEND-0269,West Bengal,core,2026-03-01,0.375,Assam Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,17,249.47,263.29,-0.0525,4240.99,2026-07-16 17:39:48,UPI,0,
INV-012386,VEND-0217,Bihar,core,2022-10-28,2.678,Assam Flood Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,1599,95.29,93.78,0.0161,152368.71,2025-07-02 15:16:19,UPI,0,
INV-012387,VEND-0269,West Bengal,core,2026-03-01,0,Odisha Cyclone Relief 2025,Shelter & NFI,Rope (50m coil),coil,43,249.58,257.76,-0.0317,10731.94,2026-03-01 11:44:34,Bank Transfer (RTGS),0,
INV-012388,VEND-0546,Maharashtra,regular,2023-07-11,3.017,Assam Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,82,50.02,49.3,0.0146,4101.64,2026-07-17 16:52:53,UPI,0,
INV-012389,VEND-0316,Odisha,regular,2016-07-06,9.971,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,79,458.56,438.65,0.0454,36226.24,2026-06-26 9:34:41,Bank Transfer (NEFT),0,
INV-012390,VEND-0042,Assam,occasional,2014-02-17,11.737,Odisha Cyclone Relief 2025,Medical & Health,ORS + Zinc Kit,kit,4,44.22,43.59,0.0145,176.88,2025-11-13 16:40:19,UPI,0,
INV-012391,VEND-0005,Maharashtra,core,2019-03-16,7.389,Assam Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,433,17.98,16.81,0.0696,7785.34,2026-08-05 19:35:45,Bank Transfer (RTGS),0,
INV-012392,VEND-0053,Bihar,occasional,2013-02-15,12.452,Assam Flood Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,54,111.19,92.22,0.2057,6004.26,2025-07-30 8:54:50,Bank Transfer (NEFT),0,
INV-012393,VEND-0494,Odisha,regular,2015-04-30,9.922,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,185,96.19,92.41,0.0409,17795.15,2025-04-01 8:09:31,Bank Transfer (NEFT),0,
INV-012394,VEND-0339,Odisha,core,2024-06-15,0.95,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,13,580.77,561.42,0.0345,7550.01,2025-05-28 13:41:20,Bank Transfer (RTGS),0,
INV-012395,VEND-0534,Assam,regular,2014-03-18,11.14,Maharashtra Drought Relief 2025,Shelter & NFI,Sleeping Mat,unit,7,227.62,227.61,0,1593.34,2025-05-08 9:06:09,Bank Transfer (NEFT),0,
INV-012396,VEND-0505,Assam,regular,2017-10-14,8.671,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,35,45.23,45,0.0051,1583.05,2026-06-16 13:38:47,UPI,0,
INV-012397,VEND-0061,Assam,regular,2020-08-10,4.849,Assam Flood Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,3,586.59,590.64,-0.0069,1759.77,2025-06-16 12:37:17,UPI,0,
INV-012398,VEND-0568,Himachal Pradesh,core,2018-02-19,8.405,Bihar Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,5,7715.53,7745.06,-0.0038,38577.65,2026-07-17 15:48:18,Bank Transfer (NEFT),0,
INV-012399,VEND-0040,Kerala,regular,2021-06-29,4.928,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,495,112.61,103.47,0.0883,55741.95,2026-06-03 10:33:56,Bank Transfer (NEFT),0,
INV-012400,VEND-0445,Odisha,regular,2014-03-24,11.348,Maharashtra Drought Relief 2025,WASH,Bathing Soap,unit,32,33.71,28.73,0.1733,1078.72,2025-07-29 15:01:17,UPI,0,
INV-012401,VEND-0148,West Bengal,regular,2022-05-24,2.976,Maharashtra Drought Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,98,23.15,22.86,0.0127,2268.7,2025-05-15 8:24:18,Bank Transfer (RTGS),0,
INV-012402,VEND-0149,Himachal Pradesh,regular,2014-05-28,12.131,Bihar Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,31,638.08,716.38,-0.1093,19780.48,2026-07-15 18:55:47,Bank Transfer (NEFT),0,
INV-012403,VEND-0135,Kerala,regular,2022-04-19,4.244,Himachal Cloudburst Relief 2026,Medical & Health,First Aid Kit,kit,28,583.61,565.36,0.0323,16341.08,2026-07-17 15:26:07,Bank Transfer (NEFT),0,
INV-012404,VEND-0478,Odisha,regular,2016-02-27,10.324,Assam Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,59,49,45.72,0.0717,2891,2026-06-25 10:04:00,Bank Transfer (NEFT),0,
INV-012405,VEND-0376,West Bengal,core,2012-07-25,14.045,Bihar Flood Relief 2026,WASH,Bathing Soap,unit,72,28.06,29.57,-0.0511,2020.32,2026-08-11 14:09:12,Bank Transfer (NEFT),0,
INV-012406,VEND-0054,West Bengal,regular,2015-07-17,10.962,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,44,4771.19,4527.27,0.0539,209932.36,2026-07-03 16:42:44,Bank Transfer (RTGS),0,
INV-012407,VEND-0455,Maharashtra,core,2022-11-16,3.064,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,562.68,614.77,-0.0847,2813.4,2025-12-09 14:44:02,Bank Transfer (NEFT),0,
INV-012408,VEND-0434,West Bengal,occasional,2016-08-24,9.892,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,103,110.51,100.96,0.0946,11382.53,2026-07-16 14:47:36,UPI,0,
INV-012409,VEND-0513,Maharashtra,core,2022-09-03,3.841,Assam Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,18,749.57,715.17,0.0481,13492.26,2026-07-07 14:38:48,Bank Transfer (NEFT),0,
INV-012410,VEND-0150,Assam,core,2017-03-31,9.216,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,138,435.33,451.72,-0.0363,60075.54,2026-06-18 17:08:31,UPI,0,
INV-012411,VEND-0123,Maharashtra,core,2015-10-03,9.936,Assam Flood Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,585.13,618.03,-0.0532,1170.26,2025-09-09 10:25:36,UPI,0,
INV-012412,VEND-0342,Assam,occasional,2012-10-03,13.67,Bihar Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,7,574.76,606.14,-0.0518,4023.32,2026-06-05 12:38:08,Bank Transfer (RTGS),0,
INV-012413,VEND-0573,Maharashtra,regular,2014-06-11,11.042,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,18,587.21,533.53,0.1006,10569.78,2025-06-26 10:31:34,UPI,0,
INV-012414,VEND-0454,Kerala,regular,2018-02-14,7.702,Odisha Cyclone Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,456,25.67,25.58,0.0035,11705.52,2025-10-28 16:34:04,Bank Transfer (NEFT),0,
INV-012415,VEND-0294,Assam,core,2014-09-08,11.817,Assam Flood Relief 2026,WASH,Jerry Can 20L,unit,14,185.05,205.13,-0.0979,2590.7,2026-07-03 9:50:50,Cheque,0,
INV-012416,VEND-0222,Maharashtra,regular,2023-07-20,1.988,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,36,465.78,539.52,-0.1367,16768.08,2025-07-15 12:39:07,UPI,0,
INV-012417,VEND-0215,Odisha,occasional,2021-11-02,4.742,Himachal Cloudburst Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,1,6508.24,7006.76,-0.0711,6508.24,2026-07-31 10:05:58,UPI,0,
INV-012418,VEND-0375,Himachal Pradesh,regular,2015-12-13,9.656,Assam Flood Relief 2025,Food & Nutrition,Nutrition Supplement Sachet,sachet,606,24.99,25.8,-0.0314,15143.94,2025-08-09 17:11:21,Cheque,0,
INV-012419,VEND-0017,Maharashtra,regular,2022-10-17,3.102,Odisha Cyclone Relief 2025,WASH,Sanitary Napkin Pack,pack,425,55.34,60.56,-0.0862,23519.5,2025-11-23 9:11:08,UPI,0,
INV-012420,VEND-0375,Himachal Pradesh,regular,2015-12-13,9.498,Maharashtra Drought Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,163,104.5,111.75,-0.0649,17033.5,2025-06-12 11:18:53,Bank Transfer (NEFT),0,
INV-012421,VEND-0515,West Bengal,regular,2020-10-07,4.728,Maharashtra Drought Relief 2025,Clothing & Bedding,Children's Clothing Set,set,13,284.89,275.53,0.034,3703.57,2025-06-30 9:53:21,UPI,0,
INV-012422,VEND-0612,West Bengal,regular,2022-08-10,3.896,Assam Flood Relief 2026,Medical & Health,First Aid Kit,kit,2,480.43,517.98,-0.0725,960.86,2026-07-03 10:11:20,Bank Transfer (RTGS),0,
INV-012423,VEND-0422,Himachal Pradesh,core,2017-12-29,7.368,Maharashtra Drought Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,248,75.7,72.23,0.048,18773.6,2025-05-12 18:40:31,Bank Transfer (NEFT),0,
